PT,Binding Energy,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA5,SMR_VSA6,SMR_VSA7,SlogP_VSA2,SlogP_VSA3,SlogP_VSA5,SlogP_VSA6,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,RingCount,MolLogP,MolMR,fr_Al_OH,fr_Al_OH_noTert,fr_C_O,fr_C_O_noCOO
3.71168369,-12.0037,11.96601852,-0.114027778,11.96601852,0.114027778,0.543584275,194.234,180.122,194.1055277,76,0.245559609,-0.328872214,0.328872214,0.245559609,0.857142857,1.285714286,1.714285714,16.17260634,10.06935137,2.48533378,-2.381254228,2.311155146,-2.599308827,5.973642691,-0.156449612,1.956488878,248.4971237,9.706742302,8.108264997,8.108264997,6.7876937,5.398162048,5.398162048,4.379316561,4.379316561,3.641876721,3.641876721,2.957279978,2.957279978,-1.06,3750.259221,8.264978629,2.71551461,0.885409728,82.84894814,9.799819462,12.08368166,0,25.68328649,13.08951281,0,9.589074368,11.81435946,37.76696815,13.08951281,0,46.78737339,9.589074368,25.68328649,0,40.62,0,9.589074368,23.89804112,0,38.7727993,0,9.799819462,0,0,0,27.53287037,0,0,0.397407407,-0.228055556,3.715277778,1.5825,0.8,14,0,4,2,0,4,0,3,-0.018,49.47,0,0,2,2
3.998162917,-30.3109,11.14949074,-0.327546296,11.14949074,0.066388889,0.594664969,170.212,156.1,170.1055277,68,0.242523001,-0.345252299,0.345252299,0.242523001,1.5,2.166666667,2.75,16.16377814,10.0193384,2.253892603,-2.237022594,2.056280463,-2.559198585,5.941506006,-0.133557841,2.489865723,201.2345412,9.137828202,7.385410682,7.385410682,5.592224153,4.16390246,4.16390246,3.467453031,3.467453031,1.781991365,1.781991365,1.238869467,1.238869467,-1.06,418.7992762,9.031407678,3.559264205,2.218206071,71.71078324,10.63357721,6.041840829,13.8474744,12.33872767,0,6.544756406,9.589074368,11.81435946,26.31013685,6.544756406,0,24.40095669,9.589074368,20.26829602,0,58.2,0,9.589074368,24.40095669,12.33872767,0,0,0,10.63357721,0,0,22.02417423,5.182731481,0,0.2525,-0.327546296,0.705925926,4.162214664,0.75,12,2,4,2,2,4,2,1,-0.3529,44.3954,0,0,2,2
7.944010417,-28.5248,9.609101457,-0.778267825,9.609101457,0.265473436,0.339308734,284.44,252.184,284.2351449,118,0.079504934,-0.393686792,0.393686792,0.079504934,0.75,1.25,1.75,16.3203965,10.02501047,2.096689532,-2.129141697,2.128507915,-2.201399862,4.822003018,0.037960414,3.146712361,234.8798406,15.05419547,12.76607975,12.76607975,9.701907263,8.107847233,8.107847233,5.650703254,5.650703254,3.613362945,3.613362945,2.350910677,2.350910677,-0.56,21471.18932,19.44,14.8409382,13.86207594,123.9602515,15.31958218,0,51.36657298,12.84164325,12.84164325,18.81481474,15.31958218,0,89.25779225,6.606881965,0,34.13439692,0,77.04985948,0,60.69,12.20793278,10.21305479,13.02770359,0,32.10410811,38.52492974,0,5.920434319,11.52987729,0,0,27.46678651,0,2.667433723,0,16.79791987,-0.265473436,0.882352941,20,3,3,3,3,3,14,0,3.0149,83.3364,3,3,0,0
4.708862124,-14.0007,9.045843158,-0.765775147,9.045843158,0.729984647,0.390506217,244.378,220.186,244.1827154,98,0.133629312,-0.376686652,0.376686652,0.133629312,1.111111111,1.888888889,2.611111111,16.26445492,10.11488942,1.856418824,-1.948689062,2.047728383,-1.938930283,5.287192895,0.280947093,3.498063904,343.2770568,13.47684521,11.41346892,11.41346892,8.808060412,6.748945734,6.748945734,4.130071196,4.130071196,2.455124645,2.455124645,1.390028812,1.390028812,-1.44,9104.514234,16.56,13.62426735,12.62868132,111.9918033,5.106527395,6.103966388,69.25488833,24.68251188,6.420821623,0,5.106527395,0,57.97345495,0,24.806996,11.21049378,0,51.86948856,24.806996,20.23,6.103966388,0,0,0,12.84164325,38.18012822,0,49.33645037,5.106527395,0,0,9.045843158,0,10.76739477,0,13.36429343,5.655801973,0.529411765,18,1,1,1,1,1,8,0,3.8469,78.8888,1,1,0,0
4.745771054,-45.4962,11.78932178,-1.505820211,11.78932178,0.026070484,0.578395873,298.274,286.178,298.0720961,112,0.247898364,-0.544730666,0.544730666,0.247898364,1,1.636363636,2.272727273,16.36602574,10.13586364,2.066700372,-2.105328072,2.204649788,-2.240310496,6.054048871,-0.254469475,2.120604259,734.7014273,16.1125197,11.31532449,11.31532449,10.4523975,6.27967071,6.27967071,4.431460531,4.431460531,2.801180247,2.801180247,1.741864091,1.741864091,-3.28,76284.97588,15.11539352,6.446883346,3.859355336,125.5142704,25.43090797,11.49902367,12.13273414,41.97130694,11.6394716,11.65669156,24.90865655,23.6398914,0,5.316788604,59.66749257,22.08953981,4.794537184,15.92144017,48.54058959,109.69,11.87648502,19.80212916,22.74986143,5.563451492,6.066367068,36.41750849,12.13273414,5.316788604,5.106527395,0,22.74083745,31.75041887,0.40585221,-2.170270308,9.711482043,2.728346403,0,0,22,3,6,5,3,6,4,2,1.1132,78.2078,0,0,2,2
9.252821329,-51.7682,14.29893697,-1.992201442,14.29893697,0.028419837,0.264839316,558.712,512.344,558.3192684,222,0.302976544,-0.455590135,0.455590135,0.302976544,1.05,1.65,2.225,16.55204391,9.381679514,2.742026295,-2.640587956,2.735904593,-2.650227855,5.976172806,-0.183409788,1.747277585,1207.160663,30.43035694,25.33011152,25.33011152,18.06972798,14.37006909,14.37006909,14.75001222,14.75001222,11.5499851,11.5499851,9.39913784,9.39913784,-2.16,179841790.9,30.79065332,9.169021185,4.113392555,236.7922608,20.05644514,23.08931296,32.42033624,88.69898411,30.09244581,6.103966388,39.23459387,23.31904013,111.4069557,0,23.80116485,62.04865671,23.91501169,87.99692129,23.80116485,138.2,62.74045256,34.49773092,36.24394523,12.84164325,5.57310453,25.99951461,13.8474744,12.99975731,4.736862954,5.227599909,52.0622435,33.99273835,-5.430655687,-2.854896416,0,3.553961663,15.44900868,0.75,40,3,8,8,3,8,5,4,3.4993,147.7664,3,2,4,4
7.34034997,-66.9858,11.71692284,-0.87558083,11.71692284,0.041976121,0.188601105,380.569,340.249,380.2926598,156,0.302218153,-0.463108547,0.463108547,0.302218153,0.888888889,1.481481481,2.111111111,16.53993298,10.04506178,2.113938362,-2.089704975,2.096142325,-2.204783451,5.783892209,-0.144554077,3.398345398,426.0942852,20.16707965,17.45820475,17.45820475,13.05774931,10.68961643,10.68961643,7.179943949,7.179943949,4.348528094,4.348528094,2.770936221,2.770936221,-1.42,566773.0888,25.58,19.34458988,20.74273393,165.6195947,9.843390349,12.39012691,63.33192574,38.52492974,19.76538045,6.103966388,19.43246472,11.75255023,103.4221219,6.606881965,24.30408043,29.56992598,14.32593732,97.3181555,24.30408043,63.6,12.07327168,14.69560176,18.81094853,6.420821623,32.10410811,45.44866694,0,35.96468058,0,4.68525872,22.35433966,9.58536541,0,-0.393007567,0,21.51026256,3.424447886,0.739130435,27,1,4,4,1,4,18,0,5.6831,111.6218,1,1,2,2
7.333997114,-63.063,11.37323318,-0.960127133,11.37323318,0.110706305,0.207736941,356.547,316.227,356.2926598,148,0.305374101,-0.462823382,0.462823382,0.305374101,0.88,1.4,1.96,16.54213966,10.07772023,2.066380534,-2.077056309,2.098274198,-2.212958496,5.687471407,-0.146964521,3.223926507,315.0179101,18.58972938,16.25668308,16.25668308,12.20190726,10.29833675,10.29833675,6.85369909,6.85369909,4.290159325,4.290159325,2.654090426,2.654090426,-0.87,260449.3252,24.13,19.45466769,19.30293558,154.2120251,14.94991774,12.71084835,70.4423504,32.10410811,6.420821623,6.606881965,19.74445493,5.969305288,102.9192063,13.21376393,12.15204021,35.50009039,9.531400138,96.81523992,12.15204021,66.76,6.103966388,4.794537184,19.18306922,6.420821623,25.68328649,57.78739461,0,19.07577741,14.94991774,4.8557444,11.37323318,17.69642088,0,-0.286919041,0,20.09282465,1.76869593,0.857142857,25,2,4,4,2,4,18,0,4.9203,103.5036,2,2,1,1
7.60528572,-91.0783,11.36772358,-0.96430248,11.36772358,0.115479548,0.225718239,354.531,316.227,354.2770097,146,0.305374101,-0.462823382,0.462823382,0.305374101,0.92,1.52,2.16,16.54213929,10.09031051,2.066158785,-2.076996352,2.08451915,-2.212958481,5.687478236,-0.146964477,3.299403484,349.8052121,18.58972938,15.99717005,15.99717005,12.20190726,9.948166662,9.948166662,6.500145699,6.500145699,3.978991519,3.978991519,2.39477785,2.39477785,-1.13,260449.3252,23.87,19.19812843,19.04490162,153.5224221,14.94991774,12.71084835,63.33192574,38.52492974,6.420821623,6.606881965,19.74445493,5.969305288,90.07756306,13.21376393,24.30408043,35.50009039,9.531400138,83.97359667,24.30408043,66.76,6.103966388,4.794537184,19.18306922,6.420821623,32.10410811,38.52492974,0,31.22781763,14.94991774,4.8502348,11.36772358,17.68946434,0,-0.293349843,0,21.14978064,1.736146488,0.761904762,25,2,4,4,2,4,17,0,4.6963,103.4096,2,2,1,1
3.640105731,-28.1005,10.85845572,-0.425778035,10.85845572,0.205379819,0.695250294,208.213,196.117,208.0735589,80,0.276074754,-0.50410704,0.50410704,0.276074754,1.533333333,2.266666667,2.866666667,16.59082699,10.07602421,2.07616254,-2.020526385,2.107248652,-2.012077146,6.036802648,-0.113203341,2.740301458,372.0491602,11.25914855,8.304781899,8.304781899,7.130228955,4.499961276,4.499961276,2.831745785,2.831745785,1.693576505,1.693576505,1.00158082,1.00158082,-1.97,2128.370082,11.10674597,5.046466055,3.34187281,87.48796372,14.94991774,0,6.076020107,30.72490205,6.076020107,6.606881965,19.74445493,5.783244946,6.9237372,6.606881965,47.65759515,22.6031817,9.531400138,6.9237372,47.65759515,66.76,5.783244946,4.794537184,11.70439008,12.17998649,0,30.38010053,6.9237372,0,14.94991774,4.778706223,10.85845572,18.23954893,0.609586168,-0.943148883,0,6.995509023,2.128009487,0.181818182,15,2,4,4,2,4,3,1,1.9295,55.2796,2,2,1,1
4.472679241,-36.256,10.71259637,-0.160925926,10.71259637,0.030469393,0.653828837,178.187,168.107,178.0629942,68,0.275804511,-0.480994957,0.480994957,0.275804511,1.384615385,2,2.538461538,16.58368365,10.09628848,1.962949474,-1.972232273,2.059617808,-1.906669601,6.008867652,-0.110007921,2.694638818,301.0615598,9.681798276,7.227811792,7.227811792,6.219545353,3.772154186,3.772154186,2.44473074,2.44473074,1.507598327,1.507598327,0.814493656,0.814493656,-1.77,908.6812529,9.319047195,4.303970001,2.987277016,76.32878786,9.843390349,0,12.15204021,23.80116485,6.076020107,7.109797541,14.63792753,5.783244946,0,7.109797541,47.97445038,17.99956988,9.531400138,0,47.97445038,46.53,0,4.794537184,11.72847016,0,5.57310453,25.33785786,18.22806032,4.736862954,5.106527395,4.519299335,10.71259637,8.919739072,0.836296296,-0.191395319,0,9.328052721,0,0.1,13,1,3,3,1,3,2,1,1.6537,49.0908,1,1,1,1
7.748970461,-65.7931,11.45157501,-0.767937217,11.45157501,0.324786811,0.207736941,356.547,316.227,356.2926598,148,0.305723809,-0.457445862,0.457445862,0.305723809,0.8,1.28,1.8,16.55702031,10.07754504,2.109723081,-2.11742578,2.100933104,-2.249106948,5.690032357,-0.153047575,3.275173017,311.0179101,18.58972938,16.25668308,16.25668308,12.23991207,10.30339275,10.30339275,6.811305134,6.811305134,4.348085132,4.348085132,2.717166098,2.717166098,-0.87,267322.5641,24.13,19.45466769,17.73617573,154.2120251,14.94991774,6.103966388,70.4423504,32.10410811,6.420821623,13.21376393,19.74445493,5.969305288,102.9192063,13.21376393,12.15204021,35.50009039,9.531400138,96.81523992,12.15204021,66.76,6.103966388,4.794537184,19.18306922,6.420821623,25.68328649,57.78739461,0,19.07577741,14.94991774,4.91986477,11.45157501,17.67203523,0,-0.328030152,0,20.18096965,1.60358549,0.857142857,25,2,4,4,2,4,18,0,4.9203,103.5036,2,2,1,1
5.428990328,-19.0617,12.18925196,-1.711294748,12.18925196,0.239897959,0.357545069,371.362,348.178,371.1347559,146,0.228760281,-0.871789905,0.871789905,0.228760281,1.269230769,1.923076923,2.5,16.70681395,9.953988879,2.449094402,-2.40186349,2.317623873,-2.587123913,6.021237273,-0.302542188,2.341097776,634.1448078,19.59349365,14.40207686,14.40207686,12.20481502,8.261573088,8.261573088,6.304209676,6.304209676,4.466375707,4.466375707,2.64085868,2.64085868,-1.91,411754.1789,20.40249796,8.190335611,3.91603723,149.6518685,40.11289028,35.93419529,19.60663927,12.49684173,17.56703068,6.606881965,44.90742746,5.783244946,50.9741883,6.606881965,35.00263936,68.62865617,14.26826309,20.26829602,35.00263936,159.74,54.77309011,35.43370155,17.09143427,6.420821623,12.15204021,0,13.8474744,0,9.473725908,10.6002799,11.68183424,61.36056399,-0.239897959,-2.412726416,0,-5.475452055,2.818731633,0.588235294,26,5,9,9,5,9,5,2,-1.6281,85.135,5,5,1,1
4.565512853,-62.9167,11.76689405,-1.353320211,11.76689405,0.079737569,0.829574013,282.275,270.179,282.0771814,106,0.247898331,-0.544733072,0.544733072,0.247898331,1.047619048,1.714285714,2.380952381,16.36579387,10.14641589,2.041474231,-2.094667251,2.144059428,-2.239648464,6.051927587,-0.25445188,2.083829444,689.6780937,15.24227621,10.94546116,10.94546116,10.05855065,6.14538031,6.14538031,4.247157587,4.247157587,2.725093514,2.725093514,1.701860005,1.701860005,-3.08,53549.16385,14.33165875,6.382877229,3.939662644,120.7200366,20.32438058,5.749511833,30.33183534,29.8385728,11.6394716,11.65669156,19.80212916,23.6398914,0,5.316788604,65.73385964,16.98301241,4.794537184,15.92144017,54.60695665,89.46,11.87648502,14.69560176,17.0003496,0,5.563451492,30.34148838,30.34148838,5.316788604,5.106527395,0,22.67729861,22.53449667,0.831366613,-1.676225686,12.30484573,2.828218065,0,0,21,2,5,4,2,5,4,2,1.4076,76.543,0,0,2,2
3.599980365,-9.9381,11.90518519,-0.308472222,11.90518519,0.028518519,0.647852839,196.25,180.122,196.1211778,78,0.245596042,-0.342257914,0.342257914,0.245596042,1.428571429,2.142857143,2.785714286,16.16894049,9.986385351,2.430923065,-2.357464861,2.234018428,-2.621010444,5.970228461,-0.147779944,2.202073646,271.2955636,10.29252874,8.617081328,8.617081328,6.609060905,5.21858931,5.21858931,4.419934454,4.419934454,3.069007986,3.069007986,2.244736025,2.244736025,-1.06,2085.578814,9.49330387,3.259009422,1.29060409,83.6448078,10.21669833,12.08368166,13.8474744,18.75954929,6.544756406,0,9.589074368,11.81435946,38.7727993,6.544756406,0,35.34270725,9.589074368,26.68911765,0,49.41,0,9.589074368,29.81594716,0,19.38639965,0,4.899909731,5.316788604,0,0,25.27592593,2.806851852,0,0.301759259,-0.491342593,1.774831822,4.665307067,0.8,14,1,4,2,1,4,1,2,0.1318,51.5037,0,0,2,2
3.904571893,-91.7673,11.41836404,-0.436435185,11.41836404,0.087423627,0.703167678,204.229,192.133,204.0898776,78,0.242858935,-0.345241847,0.345241847,0.242858935,1.2,1.933333333,2.666666667,16.16377957,10.04172909,2.250170042,-2.2254313,2.041684866,-2.564171227,5.94371117,-0.133134454,2.045194158,375.4341283,10.67336211,8.194811758,8.194811758,7.254020195,4.865190624,4.865190624,3.527626626,3.527626626,2.357535652,2.357535652,1.595025628,1.595025628,-1.84,3330.152952,9.705022184,4.125446455,2.340150996,87.67305111,10.63357721,6.041840829,30.33183534,5.563451492,6.420821623,6.544756406,9.589074368,11.81435946,12.46266245,6.544756406,35.89528683,24.40095669,16.00989599,5.563451492,30.33183534,58.2,6.041840829,9.589074368,18.35911586,6.420821623,5.563451492,0,0,10.63357721,0,0,22.50176666,5.214767337,1.041527778,-0.241681311,9.18943665,0.540092593,0.087423627,0.272727273,15,2,4,2,2,4,2,2,-0.1563,55.0864,0,0,2,2
3.962314596,-18.0153,10.23580583,-0.999075236,10.23580583,0.114914378,0.313411791,329.457,296.193,329.2333477,136,0.098032918,-0.550171861,0.550171861,0.098032918,0.913043478,1.52173913,2.173913043,16.36548258,10.03513438,2.124447298,-2.144779495,2.109802516,-2.236164039,5.634983938,-0.305344288,3.66376113,316.5338057,17.50178923,14.32306331,14.32306331,10.96843291,8.893335046,8.893335046,6.184420427,6.184420427,3.908897306,3.908897306,2.393960992,2.393960992,-0.91,73968.36067,22.09,14.66772819,14.41586049,139.592121,25.22064676,0,64.02152877,25.68328649,5.969305288,18.31189916,25.22064676,5.969305288,95.86467422,0,12.15204021,39.60078664,4.794537184,77.55277505,12.15204021,100.82,24.28120445,25.22064676,6.420821623,19.26246487,44.94575136,6.076020107,6.076020107,6.9237372,0,0,10.23580583,39.58188944,0,-0.999075236,0,9.262293479,2.085753159,0.833333333,23,3,5,5,3,5,15,0,1.6862,88.6284,3,3,1,1
4.814168978,-55.7607,13.69209058,-1.39876559,13.69209058,0.087930839,0.240763512,413.578,376.282,413.2697332,166,0.1796467,-0.871610074,0.871610074,0.1796467,0.933333333,1.4,1.8,16.27491617,9.637451419,2.496417062,-2.393072394,2.439312677,-2.46899251,6.245087275,-0.299166955,3.904632038,814.2593762,23.22325016,19.80978667,19.80978667,13.88365824,10.71879016,10.71879016,9.074364558,9.074364558,5.638869317,5.638869317,3.363144845,3.363144845,-2.36,1553096.586,25.67617945,10.60383262,5.617818017,181.3204693,10.21305479,11.17415534,54.55401318,72.79881422,11.49101058,0,19.80212916,11.56648989,81.07318409,0,57.61191271,16.67301729,9.589074368,81.07318409,57.61191271,77.43,22.74064523,19.80212916,42.08574485,6.420821623,16.71931359,0,6.9237372,0,0,0,27.3348382,24.04695468,1.452587081,-2.119292958,0,6.740633661,15.12761267,0.538461538,30,1,4,4,1,4,8,1,5.6661,120.7268,1,1,2,2
7.576836076,-41.0306,11.63011728,-0.92683083,11.63011728,0.012276873,0.157951659,378.553,340.249,378.2770097,154,0.302218154,-0.463108307,0.463108307,0.302218154,0.888888889,1.481481481,2.074074074,16.53993144,10.10182449,2.093869937,-2.072561966,2.058617979,-2.197238726,5.894457151,-0.144280413,3.515798906,462.9988065,20.16707965,17.19869173,17.19869173,13.05774931,10.3663198,10.3663198,6.841518938,6.841518938,4.040960648,4.040960648,2.507587409,2.507587409,-1.68,566773.0888,25.32,19.09188866,20.48447368,164.9299916,9.843390349,6.606881965,56.5663026,51.02177147,13.34455882,6.103966388,19.43246472,11.75255023,90.58047864,6.606881965,36.45612064,29.56992598,14.32593732,84.47651225,36.45612064,63.6,12.07327168,14.69560176,18.81094853,0,32.10410811,45.10386542,0,35.96468058,0,4.66116575,22.25354876,9.551476521,0,-0.591579704,0,22.91916491,3.372890429,0.652173913,27,1,4,4,1,4,17,0,5.4591,111.5278,1,1,2,2
4.450961162,-103.651,10.9674589,-1.37092543,10.9674589,0.005022766,0.649676988,312.301,298.189,312.0877461,118,0.210792819,-0.544731644,0.544731644,0.210792819,1.260869565,2,2.695652174,16.47411757,10.15128136,2.027535857,-2.054307782,2.26381383,-2.218063092,5.963711134,-0.254463067,2.245994213,780.3032363,16.81962648,12.26253808,12.26253808,11.00723905,6.641115661,6.641115661,4.539228386,4.539228386,2.987598049,2.987598049,1.873068204,1.873068204,-3.28,135304.4348,16.09678329,7.126305041,4.101620643,132.1766959,24.85098232,0,24.26546827,29.8385728,11.6394716,18.7664891,24.85098232,23.63045701,0,7.109797541,59.66749257,29.18990296,0,15.92144017,53.53299432,102.18,5.969305288,20.11411937,22.89809494,11.31296332,0,31.38491885,30.34148838,4.992404733,4.736862954,4.981336207,14.80683335,30.29394078,0.644699755,-1.438478947,10.60189689,2.847523621,0,0.058823529,23,2,6,5,2,6,5,2,2.0657,84.1891,1,1,1,1
5.05111778,-82.0609,11.13620068,-0.966355936,11.13620068,0.017675632,0.452743287,370.401,348.225,370.1416384,142,0.178177932,-0.507384812,0.507384812,0.178177932,1.259259259,1.888888889,2.444444444,16.46773692,9.970275522,2.224845367,-2.173506335,2.416472809,-2.116647441,6.00952655,-0.11001195,2.475063903,868.4231748,20.13746372,15.13836668,15.13836668,12.73928986,8.208947147,8.208947147,6.153997012,6.153997012,4.102180164,4.102180164,2.487132679,2.487132679,-3.25,716047.6338,20.06670238,8.420692943,4.679887426,156.9036909,25.16297253,28.57115186,30.38010053,30.72490205,18.05064018,13.21376393,29.95750972,11.54240982,19.44852521,7.109797541,71.37453544,39.42311845,11.21535881,18.05064018,60.24763245,107.22,11.85347822,25.22064676,40.58915809,11.14620906,0,31.40422493,25.15179752,6.578935684,4.736862954,5.147236354,11.13620068,41.18590135,1.199320734,-1.030956088,1.255766688,7.829761847,5.272711284,0.19047619,27,4,6,6,4,6,6,2,3.1063,102.8242,2,2,1,1
5.67481285,-94.5447,11.14504483,-0.494686677,11.14504483,0.084200149,0.800978326,352.386,332.226,352.1310737,134,0.178177932,-0.507040797,0.507040797,0.178177932,1.192307692,1.884615385,2.538461538,16.50606584,9.97616445,2.273717147,-2.287794326,2.449153586,-2.271310393,6.009668871,-0.110011506,2.033768485,892.8193942,18.89697675,14.81532449,14.81532449,12.30366223,8.142043146,8.142043146,6.540699619,6.540699619,4.080157911,4.080157911,2.729950161,2.729950161,-3.21,582143.8427,17.60782577,6.594963937,3.420459413,151.4229374,19.6867807,34.17220267,18.22806032,49.80067946,6.066367068,12.67324903,24.48131788,17.61842992,19.44852521,7.109797541,65.29851533,28.70714809,4.794537184,24.97437738,54.17161235,75.99,5.601050811,15.00759197,22.85537314,17.06247516,5.57310453,25.33785786,30.3704475,0,9.473725908,11.18171601,11.14504483,21.15017056,0.912007148,0.413540676,1.644762814,12.86703302,3.812270476,0.19047619,26,2,5,5,2,5,3,3,4.1054,100.3756,1,1,1,1
5.441099519,-0.3987,11.17785778,-1.033485566,11.17785778,0.028316694,0.518210912,402.443,376.235,402.1678532,156,0.178177932,-0.507385018,0.507385018,0.178177932,1.172413793,1.793103448,2.344827586,16.50153271,9.91990278,2.306153569,-2.293137755,2.420470831,-2.390945734,6.009528645,-0.11001299,2.466256827,886.2261284,21.76722023,16.83950819,16.83950819,13.6005913,8.967766192,8.967766192,7.115218176,7.115218176,4.861916476,4.861916476,2.694730596,2.694730596,-3.03,1682151.495,22.2611267,8.980206304,5.071206151,169.0717812,29.89983549,28.57115186,18.22806032,37.64863925,25.16043772,18.81481474,34.69437267,11.54240982,31.97331322,14.21959508,59.22249522,52.13396681,15.95222176,24.97437738,48.09559224,116.45,17.45452903,25.22064676,40.58915809,5.57310453,0,38.51402247,32.07553472,0,9.473725908,10.42506861,11.17785778,41.99167323,-0.224428551,-1.078057509,1.257136681,7.726722609,3.352590771,0.318181818,29,4,7,7,4,7,7,2,2.9552,109.0982,2,2,1,1
3.855121737,-6.371,11.46351852,-0.326990741,11.46351852,0.013518519,0.529610145,168.196,156.1,168.0898776,66,0.245042272,-0.342791819,0.342791819,0.245042272,1.5,2.25,3,16.16873285,10.10649424,2.403855814,-2.322932571,2.208545203,-2.594614375,5.965973806,-0.145964485,2.23029685,239.2123595,8.715178471,7.039731058,7.039731058,5.698377303,4.307905707,4.307905707,3.419934454,3.419934454,2.567719148,2.567719148,1.923125998,1.923125998,-1.06,841.3141828,7.581959098,2.468405723,0.90611981,70.91492358,10.21669833,12.08368166,0,19.76538045,6.544756406,0,9.589074368,11.81435946,31.8490621,6.544756406,0,35.34270725,9.589074368,19.76538045,0,49.41,0,9.589074368,23.89804112,0,19.38639965,0,11.82364693,5.316788604,0,0,24.48814815,2.670277778,0,0.080277778,-0.499490741,1.778611111,2.482175926,0.75,12,1,4,2,1,4,0,2,-0.5043,42.3397,0,0,2,2
3.601697594,-39.2862,11.26587963,-0.395833333,11.26587963,0.086018519,0.564599486,170.212,156.1,170.1055277,68,0.242983912,-0.342797498,0.342797498,0.242983912,1.166666667,1.75,2.25,16.1649334,10.00245252,2.318985333,-2.292035212,2.056557925,-2.617123244,5.962438984,-0.136903342,2.679709713,213.1034,9.300964908,7.548547388,7.548547388,5.519744508,4.12833297,4.12833297,3.460552348,3.460552348,1.998945042,1.998945042,1.181940645,1.181940645,-1.06,393.5983257,9.031407678,3.126689735,1.571153345,71.71078324,10.63357721,12.08368166,13.8474744,12.84164325,0,0,9.589074368,11.81435946,32.85489326,0,0,23.89804112,9.589074368,20.7712116,0,58.2,6.041840829,9.589074368,23.77410633,0,0,0,6.9237372,10.63357721,0,0,22.39453704,5.273796296,0,-0.049212963,-0.762777778,0,5.476990741,0.75,12,2,4,2,2,4,1,1,-0.3545,44.3734,0,0,2,2
3.902107162,-46.0153,11.35990741,-0.392673847,11.35990741,0.068703704,0.636086495,184.239,168.111,184.1211778,74,0.24272748,-0.342806523,0.342806523,0.24272748,1.230769231,1.846153846,2.384615385,16.16485593,10.0044616,2.30306713,-2.279207509,2.075636352,-2.60353991,5.960876231,-0.136207926,2.563361321,225.6545914,10.00807169,8.25565417,8.25565417,6.002907755,4.611496217,4.611496217,3.92099948,3.92099948,2.092134586,2.092134586,1.379164783,1.379164783,-1.06,622.9496449,10.02375209,3.766719486,2.437431449,78.07572536,10.63357721,12.08368166,13.8474744,19.26246487,0,0,9.589074368,11.81435946,39.27571488,0,0,23.89804112,9.589074368,27.19203322,0,58.2,6.041840829,9.589074368,17.85620029,12.33872767,0,0,6.9237372,10.63357721,0,0,22.56560941,5.329722222,0,0.245839002,-0.736470144,0.698703704,5.729929138,0.777777778,13,2,4,2,2,4,2,1,0.0356,48.9904,0,0,2,2
5.672355036,-28.4161,12.87886428,-0.387275132,12.87886428,0.00573271,0.875033569,354.402,332.226,354.1467238,136,0.17392844,-0.507966607,0.507966607,0.17392844,1.230769231,1.961538462,2.653846154,16.51543514,9.881449607,2.372281589,-2.360020614,2.486785455,-2.333862155,6.03145725,0.075788576,1.804691082,866.9604422,18.47432702,15.16562872,15.16562872,12.37614188,8.794479146,8.794479146,7.446721276,7.446721276,5.065006826,5.065006826,3.639869564,3.639869564,-2.69,804087.0272,16.76099197,5.936850048,2.772249041,152.0577056,19.31711626,40.26651602,12.13273414,44.38530327,11.62981856,13.53061916,24.11165344,5.783244946,44.81495647,7.109797541,47.02218982,23.60062069,6.420821623,54.27797569,30.33183534,64.99,0,9.901064579,29.6585956,17.06247516,29.71805806,0,37.44163288,0,14.21058886,17.85037175,12.87886428,9.499447282,2.026239906,1.96348328,8.572371256,1.477512784,4.097466304,0.380952381,26,1,5,5,1,5,2,4,4.2109,96.4453,0,0,1,1
