Pubchem ID,Chi2v,MaxAbsPartialCharge,MolLogP,BCUT2D_MRHI,Kappa3,SMR_VSA5,TPSA,PEOE_VSA7,VSA_EState4,SlogP_VSA6,BCUT2D_MRLOW,Binding Energy,EState_VSA4
5315892,-1.205172948,-0.939202276,0.0588563,-0.906639764,-0.761560807,-1.200985541,-1.320383623,-1.177292812,0.275898501,0.273480275,2.669159554,1.114094958,-0.632065074
5317750,-0.496691393,-0.135870947,0.535731061,-0.040835435,-0.732490023,-1.200985541,-0.366317401,-0.376897191,0.232770927,1.010226531,2.815954738,-0.021061082,-0.980864141
5357070,-0.907798348,-0.810351655,0.4306556,-0.177005265,-0.751169345,-0.719412302,-1.122759046,-0.672343243,0.914284888,-0.059357767,2.563538908,0.29081756,-0.632065074
5359422,0.842744353,-0.272080696,-0.706303446,-0.585897905,-0.660325552,-0.311525869,-0.754851156,-0.910494271,1.161727646,-0.304050939,-3.470568921,-0.186190807,3.014887445
5370611,-0.273541675,-0.97747403,0.886611631,-0.899503931,-0.27419627,-0.736365986,-1.268579122,-0.318150552,0.881328341,1.718457961,1.38067137,0.563599794,-0.221743365
5388962,0.109100356,0.14139618,-0.512172818,0.031384759,-0.035521199,0.203779888,-0.064604151,0.561268206,0.255665183,-0.015975124,-0.5133162,-0.265151768,-0.632065074
5464155,-0.00123544,2.391477628,-0.170832153,0.388884631,-0.546154303,-0.533932497,0.678566588,-0.263775896,-1.071317575,-1.171957273,-0.309684483,-0.331880111,-0.60053492
5702160,0.161619688,-1.095329211,-1.538768503,5.079349844,0.252463895,-0.90438026,1.153281288,-1.421973148,6.342662728,-1.20465211,-0.318438819,1.225196525,-0.623884886
6168296,-0.1644907,-0.243368947,-1.113596329,0.506838015,-0.250670289,-0.452852408,0.836698228,-0.37519903,-0.115804286,0.794311735,-0.453964942,-0.806183275,-0.599929726
6435825,-1.060523074,-0.434241568,0.281253311,0.003858024,-0.458347698,-0.875852289,-1.013234098,-0.338765552,-0.379312403,-0.084707079,0.329091106,0.706599076,-0.578312489
6436032,0.845047867,-0.513475165,1.200312271,-1.00775785,0.429681092,0.25900706,-1.225888376,1.725994768,3.006078234,1.070891036,-3.472369274,-0.963847126,0.963259067
6436239,-0.566289922,-1.047605054,0.51079722,-1.324702147,1.313735376,0.203787595,-0.996925274,-0.069214348,-0.379312403,-0.279172832,2.358789987,1.168110971,-0.175760837
6437604,0.826409315,-0.477838125,0.057892674,0.020249978,-0.410764127,0.18078699,-0.827601304,-0.062907426,0.207456847,0.273480275,-3.608642718,-0.188908155,1.798784952
9552079,0.565061511,-1.09776763,-0.860427506,1.067128248,1.092062976,-0.575225592,1.287749144,0.209995883,7.468597853,1.088844556,-1.270545139,0.538833979,1.342480714
9576240,0.165026744,1.298213943,-1.725981094,5.45914123,0.057582695,-0.168500405,1.380805377,-1.421973148,-1.12871975,-0.612470735,-0.00118304,-0.509254599,-0.599929726
101288299,1.279329507,-0.384338337,-0.163339955,-0.113863585,-0.267782932,0.964174005,0.996268882,0.985123349,0.589714424,0.166206706,-0.518804718,0.338900951,0.4692951
101337705,0.371907927,2.398232781,-0.001169612,1.117184322,-0.388076067,0.553427401,0.190580983,0.078436841,-3.269758502,0.188809764,-0.661867356,1.015089383,-0.282055619
101491237,1.065400341,2.407559834,0.799523869,1.097965505,-0.654388061,0.593373982,-0.456335715,1.07527736,-1.389451947,-0.366142647,-0.5807496,0.673538519,-0.228908228
102242110,0.634055855,0.079696376,-0.587255398,0.988297095,-0.266898591,-0.421972354,0.85572519,0.173137865,0.707325839,1.359886574,-0.479552088,-0.034083098,-0.980864141
12255414,-0.83816338,-1.561431707,0.433466178,-0.573148041,-0.779706429,-0.719412302,-1.370909,-0.91702358,0.271004226,-0.015975124,0.464551492,0.196818585,-0.237955963
12305974,2.066613446,-0.483026749,0.686096976,-0.020684819,-0.418748008,1.890560651,0.18978153,2.40569557,-1.065327521,-0.906000399,-0.42194227,-0.064975849,2.186401684
12581242,-1.241502467,-0.810295359,-0.302102199,-0.192690543,-0.796545296,-1.044545554,-0.975180175,-0.894480836,0.174335538,-0.660387505,1.748117436,0.96049043,0.185308426
132525141,0.18573774,-0.139907566,0.723196604,0.361424488,-0.399874896,-0.421972354,-0.052612368,0.233812247,0.076295352,0.83027213,0.461447346,0.195133526,-0.980864141
19908724,-0.558426783,0.067730207,-0.29491515,5.012630886,-0.911308721,-1.081709626,0.09016979,-1.421973148,-0.886964977,-0.360750361,-0.889590891,1.288758171,-0.60053492
25200812,-0.569436557,2.390822338,-0.026826173,0.577959476,-0.563149733,-1.200985541,0.291631737,-0.10967411,-0.397474001,0.273480275,-0.309922733,0.078029505,0.160728716
44398561,1.224011379,0.141362566,0.264871658,0.184067884,-0.021296223,-0.290046628,1.101796568,0.394850918,6.28235735,2.892627552,-0.502345491,-1.341169822,2.11620073
44457658,-0.890985291,-0.810287437,0.109928515,-0.197843962,-0.640471416,-0.731665579,-0.975180175,-0.069436735,0.272788879,-0.660387505,1.710443042,1.07939792,0.587860078
44457711,-0.601097706,-0.81028743,0.009952246,-0.199044089,-0.614610787,-0.426505618,-0.651721826,0.235068904,-0.036759036,-0.660387505,0.598322394,-0.616737084,0.576195076
44457736,-0.524719903,-0.81028743,0.272580671,-0.199021469,-0.563212275,-0.426505618,-0.827601304,0.235068904,0.124861298,-0.660387505,0.549625017,0.274959787,0.576195076
44457738,-1.246044044,-0.810287553,-0.302102199,-0.200136717,-0.796545296,-1.044545554,-0.975180175,-0.894480836,0.231119942,-0.660387505,1.758493972,0.961865803,0.185308426
44457739,-0.645445607,-0.81028743,-0.25267618,-0.199116824,-0.660139173,-0.426505618,-0.475842348,0.235068904,-0.389716324,-0.660387505,0.756526518,0.429705905,0.576195076
44457740,-0.886155305,-0.810289452,0.169954428,-0.146803881,-0.944862721,-0.888105566,-1.122759046,-0.35182417,0.305480472,-0.081476709,2.559222666,0.271972223,-0.980864141
54685524,0.030210906,2.389420686,0.078731101,0.137730777,-0.577668783,-0.888105566,0.480142559,-0.583870429,-2.469741531,1.728682335,-0.310295134,1.016279551,-0.980864141
92131208,0.278345478,-0.139456565,-0.467163422,0.055043359,-0.4138648,-0.452852408,1.419658752,-0.888376068,-0.227432655,0.483448977,-0.352262317,-1.424633383,-0.60053492
119041,1.497205705,-0.384341174,0.955229882,0.177923487,-0.724364454,0.682174084,-0.11944657,0.821537437,-2.098481921,0.214123476,-0.050316918,-0.064225922,-0.229513423
100021,0.514271384,-0.384338324,0.355412416,0.162134975,-0.769121825,-0.10909238,-0.319789284,0.190407957,-0.107081065,-0.36478732,0.068028385,0.042700949,-0.632065074
101723032,1.327315375,-0.161611483,0.724401138,-0.210004433,1.185997938,0.206974345,1.552207922,2.607183714,0.884528352,1.140007026,0.359157283,-0.523621626,-0.283266008
10511,1.650274245,-0.940524292,-1.907183064,-1.159178143,-0.701245455,0.593047252,0.634756609,-0.574810843,-3.126875883,-1.46095281,-3.647020946,-0.374859746,-0.570542432
15063,1.517461084,-0.476684026,-0.764803617,-0.039971996,-0.600888977,0.976427282,0.962052329,0.272351462,-2.299565084,-0.906000399,-0.683389455,-0.525689239,-0.63145988
15730308,0.538854118,-0.161611483,-0.202768347,-0.233236463,0.864054627,-0.10590563,0.846131764,1.264131427,0.554369814,0.273020414,-2.191447032,-2.378410263,1.745032366
176596,3.863182213,0.136581458,0.294382725,-0.2261394,-0.018184533,3.040533448,1.80179689,3.373464036,-0.344789462,-0.906000399,-0.833749733,-0.249136116,2.239549074
2180,0.352282855,-0.930374749,-1.86844527,-1.536299628,-0.139084139,0.444000699,1.591061298,-1.177292812,-0.095103615,-0.015975124,-0.6281814,1.117993365,-0.980864141
222156,2.664327493,-0.670207895,-0.28407435,-1.317194854,-0.055913001,2.482253797,1.693710957,2.67206957,-0.021323004,0.409196793,-0.752442612,-1.385549119,1.783244837
25210,0.771736169,-3.663686217,-0.490330613,-14.02292165,0.167702367,-0.956523497,-0.614947026,-1.421973148,2.465775807,-1.46095281,0.997266667,1.15378645,-0.734500478
3082543,1.831144331,-0.930374749,-0.160489226,-0.017645901,-0.48354348,1.44121398,0.541540486,1.811848647,-1.10622587,-1.46095281,-0.51043184,0.044914297,1.434445771
433737,0.280308619,-0.459520127,-0.455358995,-0.157015705,-0.985626604,0.01193429,-0.499186352,-0.835080075,-1.062881296,-0.882042014,0.093782126,-0.166386049,-0.63145988
443314,0.739940052,-0.4466338,0.181839157,-0.410338307,1.826485663,1.126987492,0.484939272,-1.139585713,-0.379312403,-1.46095281,0.272848762,-0.5267276,0.226790815
494227,1.237883788,-0.967858495,0.247205168,-1.385153811,-0.842103267,0.519687176,-1.101813399,1.580651469,0.858886914,-0.882042014,-3.642160243,-1.513261423,-0.195625989
5281955,1.227788094,-0.4466338,1.0316776,-0.410276667,2.705911651,1.752747441,0.484939272,-0.010035973,-0.379312403,-0.882042014,0.272845314,-1.256579853,0.629342467
566062,0.114404939,-0.461547284,0.3638843,-0.263934952,-0.954180377,0.196067581,-1.022987415,0.034200434,0.391868644,-0.906000399,0.289457838,1.112671007,0.226790815
65238,2.115930017,2.360853114,0.026655108,0.506990029,0.715722661,-0.452852408,5.503420338,1.500573677,-2.565469997,3.625727912,-0.452591572,-2.331896558,-0.980864141
